Estacao;Data;Hora;TempBulboSeco;TempBulboUmido;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVento;Nebulosidade;
82791;21/07/2008;1200;24.8;20.6;68;988.3;14;2.3;7;
82791;22/07/2008;0000;22.4;20;80;988.2;9;4.1;8;
82791;22/07/2008;1200;24.9;20.2;65;988.9;9;5.8;6;
82791;23/07/2008;0000;25;19.5;61;987.5;9;4.6;4;
82791;23/07/2008;1200;26;20.5;61;987.8;9;4.3;2;
82791;24/07/2008;0000;24.4;19.6;64;986.1;9;4.8;0;
82791;24/07/2008;1200;25.2;19.6;59;986.9;14;3.1;2;
82791;25/07/2008;0000;26.8;21;59;986;14;3;8;
82791;25/07/2008;1200;26.1;20.7;62;987.8;14;4.5;4;
82791;26/07/2008;0000;25.5;21.4;70;985.9;9;4.3;0;
82791;26/07/2008;1200;27.1;22;64;987.7;18;2.8;3;
82791;27/07/2008;0000;23.4;21.4;84;987.5;9;6.6;10;
82791;27/07/2008;1200;24.2;21;75;989.2;14;5.6;6;
82791;28/07/2008;0000;23.6;20.2;72;988.5;9;4.5;0;
82791;28/07/2008;1200;25.4;18.6;52;989.3;14;4.1;4;
82791;29/07/2008;0000;23.6;18.2;58;987.1;14;2.6;0;
82791;29/07/2008;1200;25;19;57;988.4;9;3.8;0;
82791;30/07/2008;0000;26.2;20.8;61;985.2;9;3.8;3;
82791;30/07/2008;1200;25.1;20.6;66;987.4;14;4.1;8;
82791;31/07/2008;0000;24.8;20.8;70;985.2;14;4.5;4;
82791;31/07/2008;1200;26.2;20.4;58;986.8;14;4.1;3;
82791;01/08/2008;0000;25.7;20.6;62;985.5;9;4.6;0;
82791;01/08/2008;1200;26.2;20.2;57;986.7;9;4.1;3;
82791;02/08/2008;0000;26.4;20.2;56;984.8;14;3.3;3;
82791;02/08/2008;1200;25.7;20.6;62;987;14;2;10;
82791;03/08/2008;0000;25.2;21.7;73;985.6;9;4.6;10;
82791;03/08/2008;1200;26.2;21.8;67;987.1;5;2.5;8;
82791;04/08/2008;0000;27.7;22.2;62;984;9;3.8;7;
82791;04/08/2008;1200;27.8;22.2;62;986.1;9;4.1;4;
82791;05/08/2008;0000;27;22;64;984.6;9;3.5;3;
82791;05/08/2008;1200;27;21.4;61;986.7;14;7.6;7;
82791;06/08/2008;0000;25.8;20.4;61;985.2;14;2.6;0;
82791;06/08/2008;1200;26.2;19.8;54;986.4;9;3.8;3;
82791;07/08/2008;0000;25;21;71;985.3;9;3.8;10;
82791;07/08/2008;1200;24.8;20.6;68;986.7;14;3.6;10;
82791;08/08/2008;0000;23.4;22;89;985.5;9;2.8;10;
82791;08/08/2008;1200;26;21.9;70;986.5;14;1.5;8;
82791;09/08/2008;0000;26.3;21;62;985.1;14;1.6;6;
82791;09/08/2008;1200;26.2;19.8;54;987.4;14;3.3;2;
82791;10/08/2008;0000;24.8;20.2;66;985.7;9;3.6;0;
82791;10/08/2008;1200;24.6;20.2;66;988.2;14;2.6;8;
82791;11/08/2008;0000;24.7;20.5;68;985.3;14;4.6;0;
82791;11/08/2008;1200;26.5;20.4;57;987;18;3.1;6;
82791;12/08/2008;0000;25.6;21;65;985.5;14;5.5;0;
82791;12/08/2008;1200;26.2;20.8;61;986.5;9;6;9;
